,userId,restaurantId,rating,user,restaurant
5042313,cv95h4JDguHe8zIEFakO9g,wJ84TZZTuT0EdLzPHt8RDw,3,942,4947
2474072,0kyHpXgvVVH-xvU9hgzV8A,e99T6GFJZKebgG3qO9i6Pw,3,460,14413
525531,nXMMoDzXRByQiWH9cf-FAQ,DTnhaLqHOaMs3KU5UM_o4w,4,99,4410
4603071,eAJ3Ip0vh-zuk_BmcmchYA,w8cKLWoulCsuf_AD2mQ-jw,4,888,25297
2483494,kXt6tPSGLWhWTiXO7XPjuA,74gDxr6rs_8tUTcS1vkr0Q,2,461,14519
1597440,#NAME?,ybijRruF5Cv5s26PPvPp7Q,4,313,10068
608614,aU8saUu9QhSFvnYeUsxO-A,d_QHsjv4aPh2BKiHgk_Dcg,3,105,4855
983097,vJGLEHyhCs9V-5fAe-xx3w,5WmtEFIkm6EGD14nJQEcag,2,168,6576
490507,fVILhIglx6RNOXQba5t4kQ,6fz0hnNIVpLF5v2NqJfA9w,5,98,4120
568306,mm55g049o2nj09b96Byxlg,sWwCwjsd27k0Y8m1RIWZEg,5,92,1811
3419663,57tf_RmT5o3BiFj2gpV-Jg,OXrFWgoz533T8tMRemkiww,3,624,7063
3649519,PKEzKWv_FktMm2mGPjwd0Q,1QDkd1ay5Mgr4VaTPOIpCA,4,411,21220
2909169,Uu_elmk6stmKU6x3fcaU_w,ZCzey5aPhd7jYIoHsUfjmQ,5,549,1834
1703768,38F0slYX4N1FLVqt1kM0Wg,8OeHn9KCbICuRBs_XiDDUA,3,318,10694
1268162,8DEyKVyplnOcSKx39vatbg,wPiRP76arN0NB3M1ZXXp7g,4,235,8185
2974127,TJNkg75ODHabE5GBfV5wRQ,JIETwXSEGIHMNyxZVEnNKQ,4,525,138
3202540,R4YXvhVGkS92y605kqmSwQ,jhIVSxvjRUn_r-1CUq8taw,3,613,18325
2769663,prVZz8h0eWBrkbGY-5jURw,8jHLEXfoy3Q9TdvJYvtWvg,5,523,1874
1465013,OdTvOw8NKzaCcsj_dnRZSQ,POVKWFdKixujvH0YHweeQw,2,287,9281
471268,gwIqbXEXijQNgdESVc07hg,imhibWA4C4M7drQSeZZU9g,3,94,302
3129429,osQ4bMibJLmMPAtovvEkJw,iLlPXAA6NYTgWaG4DgCNEA,4,573,17749
3330636,RBZ_kMjowV0t6_nv2UKaDQ,Op8gNpXDW9WMTS8g43M_0w,5,599,19257
872953,yRB4UrgnLs3BxbVM1QQ0Gw,x44p6wwZ-HZdKeuxEqwHtg,4,169,6044
4983098,hvs6n04dKZheWJVzhB7TDg,LbDxyw0KvaZHTYuYMcr1-Q,4,954,26616
4887707,oAKrvdtdHsDzV2a0FRut4A,ujHiaprwCQ5ewziu0Vi9rw,2,935,3201
2675284,JoT5g6CXb8CBQ_QLmKnIRA,GlwOGCjSzts7AnbK9gqmng,4,494,648
4702728,gVmUR8rqUFdbSeZbsg6z_w,RH6GHFdAS-uj7nBDFjsBoQ,3,908,25611
527588,nXMMoDzXRByQiWH9cf-FAQ,HI56ArpYEbhEUeRx9Curpw,5,99,4552
4565870,4wp4XI9AxKNqJima-xahlg,woXlprCuowrLJswWere3TQ,5,877,9963
5058679,4LHZzxTvMo6xjH5yXLAaxg,fjjDfZkChBWyCtbL7bvb2Q,3,966,26968
1112249,oigPots1DGB1tRxb8H-xaA,SGP1jf6k7spXkgwBlhiUVw,4,223,3717
1877374,YRcaNlwQ6XXPFDXWtuMGdA,90Iat5dbkufA61mLb7O_xQ,5,321,9451
4620711,bpgbVPJcG-wQ4cNBcPPIxw,DuS8fop8yN6Fa_hIFZJVLw,4,892,683
4072653,oIxsWOWytMmV4bf_ffo01w,ThZdaQiCbu8mL8rbLNyrgA,4,755,21754
4019567,7bwDw99gKkuxr-zBtzqvCg,uGupeWqih0yIcCg8anM1PA,4,772,4755
1233280,DKdttAvXagfAfNFIKeApuw,FYxrjYvqNBgrt8x7mzIuKw,4,213,8103
3073067,1fNQRju9gmoCEvbPQBSo7w,XxXJat55Oep1BMzQ9yJJhQ,3,561,7182
2955948,pMefTWo6gMdx8WhYSA2u3w,qbQ1qZx6eTy7pOOXMBfQNQ,4,557,11011
212529,dIIKEfOgo0KqUfGQvGikPg,u73j2VQ3TGWdMO-AG7MABw,4,43,1645
5047310,Bf-X9oxiiRvzgrwguUWoeg,KWojrEKjUqHCRI5HO7pB4g,4,963,3498
1300789,DKdttAvXagfAfNFIKeApuw,Zoowy70HwGUEsMD9qNlF4Q,4,213,8380
555105,nXMMoDzXRByQiWH9cf-FAQ,LjwVx0P37xXSNZaVUQkqxQ,5,99,4575
4702720,gVmUR8rqUFdbSeZbsg6z_w,DXlDzOcpdUE_F21tok0fgw,5,908,778
328964,Qn_M0DGu6DJoSiPDCN2vMw,6h7RuXs79Ok_8RPRbUapJg,5,66,2728
4856205,alUuOskFSl1bODjnce2PpQ,QZCAx1CM8Q5NSTc-8ProOA,4,934,26269
608593,aU8saUu9QhSFvnYeUsxO-A,wSi_ZrZLVWS1TSDfETTrCA,1,105,4835
1355598,Owl0VqpbF9XHjhfE_6Qacw,2iTsRqUsPGRH1li1WVRvKQ,5,261,8201
4125148,fpAnwXR4MDLxs9RbWZIj9A,R_epGBO7Cr1M0Ftc0JKV7w,5,781,22833
1727213,tCbEkK11lnqeaNVkhlurrQ,dUffgo9Lh_Vk9TLuFR5ywg,3,301,4517
470774,gwIqbXEXijQNgdESVc07hg,wlflTW-EpPQursv-YkLQsA,3,94,3347
4729246,PXe-x5SAMzAEn8EOBCVgeA,mHiwZoqv9X3fUEMrqQk_Gg,1,912,25891
1853721,aq7PsU-EerT2gSPsBc_FCw,3GEEy7RP6e4bT4LAiWFMFQ,4,361,3213
1059215,DG1QPjVVsCcXiKP3xGh3pQ,VE-7uHsvWBPKq5m9GcGSeQ,5,187,6861
4273925,O11n5wP5sq_NtxEGF6dwMA,y8d90Pt16Nip-B5UXWBP-w,4,827,505
4252871,UDFIZXP0kOb2xKoYToTS6w,lbNrAWLlxOKw1lS_DKvziQ,4,814,23862
3199126,0AqemkeHvNKKBI39VKR-Pg,ylxqmxh2gO1yCpQkIk6o3A,5,611,18293
2062878,XOk0Wx1X2qzK5GQq05Aaww,Ucv951W_QWJzEzEroc4thw,4,384,12840
3817309,8bt-bEeZgBsBCCaOao4D7Q,xKL4JhiFn75HyTqW8tfR6w,4,713,21966
3073057,1fNQRju9gmoCEvbPQBSo7w,pSMK_FtULKiU-iuh7SMKwg,4,561,3430
2713226,gSO_NFz9zJaddMbldkfOfw,kqBvmhAupwNTZcGhxqL2CA,3,483,15814
474641,gwIqbXEXijQNgdESVc07hg,oKY9y_nzVguDkgpC1ggKsg,4,94,3844
3645728,9w-cC26Oe48rdzN1mh13sg,oD-C0IhodDOtWWOiNm2txA,5,703,1494
3347393,9VwMmu12Rx9jWyDumWAbew,Ae5S7cr7TlRUMLOa6E6f0A,3,646,2822
2756063,PKEzKWv_FktMm2mGPjwd0Q,rq5dgoksPHkJwJNQKlGQ7w,4,411,10735
1492386,TbhyP24zYZqZ2VJZgu1wrg,vG3HELoEdbMiLH4dGBqftw,4,153,9540
833834,OzNz8Gkc-LBxwH7wsXYnZw,GOzCcwUqCOPVeoKHd4LZbQ,5,161,5923
704299,EpD7gvvA7z0XhksxIqe9vg,lmxA0dJM0XsPCIHPXhEQ-g,1,122,5281
3803437,9kylZkQveOTSBeK-lZ7Idw,POf7cWqtue4fj8mNtzczSQ,4,725,21906
3106785,zgV0ZroIF956gw4cul8MHA,YzlgswAwmpkMQifS3-YQTw,5,521,9895
4203073,x7zoxuIXfaPNDl_CJOBlpA,W3PgeyVrAjgK0X6ZLX-hfg,5,796,23262
1111375,TbhyP24zYZqZ2VJZgu1wrg,cVtpNvkn5e6DZ1HEZSSGTA,5,153,3439
3184865,PKEzKWv_FktMm2mGPjwd0Q,CsaWZcnZpAqM97EwhIR8BA,4,411,18104
4522969,N0qq4upibIRvLzE2SzVPtQ,EHX8yKVTW3_CaXFaNqoH6A,1,864,24622
239519,dIIKEfOgo0KqUfGQvGikPg,PU2uJbQ8McMubvRNsK445A,5,43,2118
3481111,VY229X2pjyVuX_PFjSSbPw,YAODkC2s68TbF_kB9rFmMQ,1,669,20175
4855882,alUuOskFSl1bODjnce2PpQ,BDak16xW_kLvirEz__La9w,4,934,26121
1924138,LMhTti4tnUvPwON8yREDcg,bMzd2Kb2mRM5RGBw_M48Yw,4,326,12056
5163078,yaWnpONXlvdXbi36aKcznw,RGg86O5SmjhiVglYYpWkEQ,5,973,21924
4251808,oIxsWOWytMmV4bf_ffo01w,ddD-G1m3IjsFjlzbCfE6WA,4,755,23831
1124941,W3W6ywndgEOM4mf_DgCb5g,_2trMwFsh5-IqqEcQ-OLVA,3,229,6483
3536800,tH0uKD-vNwMoEc3Xk3Cbdg,S_5VQYMMa4aD3NzgYLkvhg,4,533,8745
1764701,YRcaNlwQ6XXPFDXWtuMGdA,1DaqBYCDuBwooGNPRv4--g,3,321,5719
891951,kaJCbdYCy657hmpY6Eb82w,u8HKpaTN8M1hzKdonx50kA,2,175,6153
3159744,1fNQRju9gmoCEvbPQBSo7w,M8S7poDhCIzqQx1--GB-ww,3,561,5691
239516,dIIKEfOgo0KqUfGQvGikPg,VcYpdJIoDgwBOdIJ_IvadA,3,43,2115
5163090,yaWnpONXlvdXbi36aKcznw,i5XqKrdEFHvJpqAw3YKrag,3,973,27256
490749,fVILhIglx6RNOXQba5t4kQ,d3uDFzbVDbQQ2yyfks2M7A,5,98,4178
2598582,_xWn57tbQ1nr39we2Wt_eQ,9KmvrnyjWTr4sly0Dt770g,5,493,10219
2546068,Y9kqjPcj-QCsH48PWATQ3g,PDIh1lVtKlUqPJROXYJQvQ,4,481,7574
4715179,8d3sjUvNdekV0BJfxgjQmw,dOHyn5WK2XNzJOJ0UwzLQQ,5,902,25786
2269520,YRcaNlwQ6XXPFDXWtuMGdA,2xlQ1OA8iU2V460CgS37-w,4,321,5652
3803433,9kylZkQveOTSBeK-lZ7Idw,Av5sQ23lGXmKVsvB2UMM3A,5,725,21903
4302374,NzqTPZe0X7hFCUdVgF3A4Q,A3YhRPb0DPQPJL22nlYSxw,4,831,24176
2573262,53JHz4dbMg9JfuzakOZK4A,ztCmuPxfKf3_L3QjUCYMHQ,5,433,15117
2093630,FRTed_TjXG-ocDy-638tGQ,XvTBQotmJpVPjPNaMM7qLA,3,396,3249
3415818,0ygWZ_gXF8qTm0bY95JJqA,lgWB0yGXpZvupYREWxtV7g,5,620,160
474643,gwIqbXEXijQNgdESVc07hg,s4c_f9WwcolJTNitq2gWpQ,2,94,3846
4072646,oIxsWOWytMmV4bf_ffo01w,osSwv6CJy5hDKQdOKeyTow,3,755,7372
4975660,NFgvM7LMx5Ocsxr7J2_sVA,6_kSCuQP5U4W8SfD8VVNZA,4,919,11980
2566651,PeLGa5vUR8_mcsn-fn42Jg,ztxAbArApdQIhMoPF_ttiA,3,413,15104
474382,gwIqbXEXijQNgdESVc07hg,G24p1oGGfY3t-m8Z2lPCaQ,4,94,3769
2718384,c3_AdjAlMy4EJYQhuXADgA,3v1c2BsFFcWlpV3S3LS8dA,1,473,5126
1268175,8DEyKVyplnOcSKx39vatbg,A9qmduhmrTZxSg7uTOnzYg,3,235,6168
3776843,cQrnxjgVBhjAcOJttw48aw,UN_6ebslv5cxdDmZAX3ivQ,1,709,21732
2955919,pMefTWo6gMdx8WhYSA2u3w,9UTpmQ4OhX5jNFUIu7dPPQ,3,557,16939
3372671,1fNQRju9gmoCEvbPQBSo7w,V4ChRa_c1DNxJfbeF09MJQ,3,561,19570
4767481,NFgvM7LMx5Ocsxr7J2_sVA,xZhNZb01n9b4e2X7bZdoVQ,4,919,2692
872949,yRB4UrgnLs3BxbVM1QQ0Gw,RrqcZLX05djKo1GVLMXMDQ,4,169,4897
1465024,OdTvOw8NKzaCcsj_dnRZSQ,r1woqo3WMAGpQ9ltNvGrZw,5,287,9292
1586322,QuZbJquRtbY9O9JrB9NpxQ,PEnlf5CJ8JJonph2jIljCg,5,311,6765
3591936,Kgxvv4DFWimTD3DlBhjbmw,AsVR-X40wAzI7z7oRpsbTA,4,691,20399
5043738,V7cGEFexpXTY-jKWhqkHcw,WXE8H2zx_JOydsG5ekBgvA,1,962,26780
4702835,gVmUR8rqUFdbSeZbsg6z_w,rkBA7cEoz8r9eKrWjjwUJA,4,908,25658
2566591,PeLGa5vUR8_mcsn-fn42Jg,ymVE6ZlBgthnHBLpYBw2JQ,5,413,2099
1944301,vwi68eg4bmJHMSYq3jP2OQ,Ks2vZq0qCpPQfTnXrZWVBw,3,366,12171
3022364,YgavGxfAdjhkkbwlAY_9ZQ,cInYKKK7p9y1FokuKClNtw,5,555,5714
3482354,pMefTWo6gMdx8WhYSA2u3w,mAaIW-oPVBj_a2RJ-ZtevA,3,557,20216
3571779,msxc1VlPTD6E-0Kns7bIFw,vSXzr0aiYJZv6eE3IUNAJQ,4,688,13469
1532071,6h8LPec7jWlwiPMuQ33RXg,FnQ-_pGdw11za0LQ_aORxQ,4,299,5415
1928959,ZY6S9hKpSPSHDC53OSnr8A,rjJM4xHdCKJRUpovQ-msAQ,3,380,12149
2768074,PeLGa5vUR8_mcsn-fn42Jg,q-rIDEVISRVoh7kZUQhRnw,5,413,2051
42015,kRSm3Y3DdfIM7etuY4APhg,LHMPtp-2fsjSsxrLxtLeXA,3,3,485
3330638,RBZ_kMjowV0t6_nv2UKaDQ,4AcoF4VeKal1eOfyf3Qg-Q,5,599,19258
1817560,YRcaNlwQ6XXPFDXWtuMGdA,28adZ4lsuUeVB2aWzohK9g,3,321,6553
3419713,57tf_RmT5o3BiFj2gpV-Jg,TCFWN9ul1lkq3DRb_3zugw,4,624,19936
4219535,wM4yVwPDeMMUxwFvGLiREg,Wnq5to0-jXyh0-_jRZ6VOQ,5,816,23470
4623751,bpgbVPJcG-wQ4cNBcPPIxw,tcc649CsVhGCxd2Gonbblg,4,892,25418
4566283,4wp4XI9AxKNqJima-xahlg,gkuLY-Z0hWag3zLUtcTBjA,4,877,25041
1822905,Ux4k0W1fvJED0PdU6I8pkA,xW1qvPTKhfxSWrhe72NDvg,3,340,1606
4266563,4UH8A1p0qzJB37gVMBGOkg,EP0mnDzQiA_sRTRlYBs4hg,5,825,23957
5071884,hvs6n04dKZheWJVzhB7TDg,q8rklp9FHJaCFVJw-pdU4g,5,954,27048
4934584,4d13xAX2jp2EbGF8I9eZZw,kv42obrz682yqpNy0yxrUA,5,945,20951
3649502,PKEzKWv_FktMm2mGPjwd0Q,DnQeRQH6IF6i6qLwtn0S7g,3,411,21213
4231205,Ga9DnmdmhE0Zzs_jRtmrfA,IMKQY129aLmesfoxXJe7xw,3,819,23668
4021600,4KbUaerUBoiUwZGMHKVFxQ,toHDiu9Jk856aBx4jgsU4g,4,762,22489
3671899,msxc1VlPTD6E-0Kns7bIFw,m5niZy68d2gTtVWz89elfA,2,688,3665
1993762,-50XWnmQGqBgEI-9ANvLlg,poYsvuOmVDqF4dTnjJ780A,3,367,11406
2247155,6954Mf4fGGka6SHZa9b2GQ,ujPuhQdg8-GCJQg6BoRJtA,4,421,9453
4266550,4UH8A1p0qzJB37gVMBGOkg,kDv6c26cVVG01DWzIxJlmA,5,825,23947
3226199,1fNQRju9gmoCEvbPQBSo7w,7iy93pe0oKz0KLLh8zNKFA,3,561,11555
3088690,oHra2Xov9DBFRvPXgSiNYg,y32M2Hkr7GsUqGG6KwOhZw,5,578,5085
490513,fVILhIglx6RNOXQba5t4kQ,A_CXVdyJCE6nyxwbd6fNwg,4,98,4126
3307901,Jv1N4dr8Auo5PtssZZF5jA,oSS4sjOEjsubAKdTuAErfw,4,616,19068
3040924,osQ4bMibJLmMPAtovvEkJw,yLiaMaJFq03JxXPk4puloQ,5,573,17337
2500878,PeLGa5vUR8_mcsn-fn42Jg,JQLUWnceJyKuMDqV0HHRUg,3,413,4989
187421,iCG9Z_4TDOxMG_aLWM6LHw,TknwCR_kdD90D8Bx1WcLnA,4,37,884
4855983,alUuOskFSl1bODjnce2PpQ,Kud1rbrXsyI_iLHfwZcGHQ,3,934,8776
4499919,N0qq4upibIRvLzE2SzVPtQ,3qTSOuJ-ZyU1L7o62KHSIg,4,864,3355
4572433,7yqrpYxl2cJ4_jqOIa9Z2w,yA8iKH7GNFzA8jgyvjAg3g,3,880,25177
1200100,6ehZ3X1gaHe-fxzndNRweA,MUQS2XkrFl8QxCUHgSIzLA,5,212,7842
290370,1DsuFRjdW0gDA23Xswzoqg,rFgjFYFwDoBoMuJEanq3Vw,4,57,2565
3344611,tH0uKD-vNwMoEc3Xk3Cbdg,T5kG7e63YFDrNxEfNKBV_Q,3,533,6680
3393785,aQJtyvmZg3kCd-tfZ6PLeg,1YElWbdEy4cg_FwFdjBKgw,5,637,19732
5043717,V7cGEFexpXTY-jKWhqkHcw,XDYCIRENiT2doRZgwNJ3SA,3,962,7569
5178073,BTxxGYdw8CNV7UZGc9YU1Q,LHyj66waFlDcw9UToo27JQ,4,989,21120
3445463,tH0uKD-vNwMoEc3Xk3Cbdg,zjvnqTjBp56NhMp1GrlO5g,4,533,16451
829867,NnL6HUNY9ckb9mSbTGkjOg,8rIDfnWHSo-K0Xb9Y1gjrA,4,160,2204
1422409,b7rchNJEp6Gaw0bHR-4s4g,2s2ww6WaulfOEI16s1uyDg,3,265,5676
5150281,ZkmKyB9660N9d30GIrBGTQ,WaUyP_Xor7PGmjmaEvFrPw,4,980,27189
4166675,IpReaQYuXO_nB07xnkHuNw,bjSC_jbrypke0l-bXXBmwQ,5,804,8462
3181211,-8rSnT5ztVk6vmTDkxTqsQ,FOF4Fvgc8siuzT7oqJzZYg,4,606,5457
2268339,PKEzKWv_FktMm2mGPjwd0Q,FEEJ4rK8EZ7cqIvBM5luGg,3,411,13583
4592150,nDV-9a37-ckn73jdZIuIXw,c4KXpCou6HBOgfKp2z2_hw,5,882,21766
3344614,tH0uKD-vNwMoEc3Xk3Cbdg,_EBa6I5KkADiCdcBHOC_tg,4,533,19353
3920768,oIxsWOWytMmV4bf_ffo01w,tCSlpwJQ4CZsUEMZeH2SFg,4,755,2165
2784591,TJNkg75ODHabE5GBfV5wRQ,9vij1n-WqXnnEsgzmwnoXg,5,525,9915
574229,xJUFMUPin9dQ1Uf9Ie57pw,T2tEMLpTeSMxLKpxwFdS3g,4,104,4672
2731960,JM18LKd3By6gL3WOFXhaMA,o15GPMmuGp4qwoqmBOUgNw,3,516,15953
4991878,IjvYxgphSnOTpmEH735soA,vmg_VdqXVOVhUoacU2pfdw,3,956,10309
4078926,aHtfaBSx9uujVEPBNTGrfA,y-ZZe1dz8AMjiAwNVo3h_A,5,780,20122
3226189,1fNQRju9gmoCEvbPQBSo7w,KFaMIyNmxHeAot5huOiuyg,2,561,18380
1807172,WrhnuLDFmyu_bB-FLP_gsA,qKUbPdzNQpdSP2mhk3tREg,4,351,9591
2237373,anKs5ZduICqh30Hd12OY2Q,R_nykJJfrfcfeF4Pof34nA,4,407,13480
202223,iN7T3vQoC3v_MPs2TzH5Zw,rma3-6d-moBzHhJAtEdx6w,4,38,1122
4019591,7bwDw99gKkuxr-zBtzqvCg,F-bdXFkJwwENiNpMTG2ntQ,1,772,16337
3544558,89R0mC9DUwc-P1UCoh8s6w,CwGRFM0Y9ca8MBxg2lVqbQ,5,679,20547
2906137,PKEzKWv_FktMm2mGPjwd0Q,geM1jmxPxrbCPp7EztQxsA,4,411,16751
196987,iN7T3vQoC3v_MPs2TzH5Zw,kEv8pBi1D7YevmC8A5Hbjw,5,38,1024
3359811,57tf_RmT5o3BiFj2gpV-Jg,dG-N36uSMeoqCrU27At-Qw,3,624,19515
3807340,oXvYpri1ofscaiEqmCjknA,oZyaFqZYf0eqKRiP-aY81Q,3,727,17680
2043623,o68A_3bAJTge-ioGXHdxKA,MQiNywdecInMlkW06WYaCg,3,350,3667
2486482,PKEzKWv_FktMm2mGPjwd0Q,4uerljz19miXeBR8E4urYw,4,411,562
208701,dIIKEfOgo0KqUfGQvGikPg,nGaEPWylUEAiOn5HmY-VYQ,4,43,1243
4702710,gVmUR8rqUFdbSeZbsg6z_w,H94fBucKEuNKsjbSy7WODg,3,908,10351
2891412,9OYlUJNM5z39Qr-hSyKGRw,iyeanZgAkpCSL4eHoqdhnw,4,546,16721
931022,WM2fAgIlZJ6AviCrH5iMow,z6yxgJ8UW0UF7dJr65rC4w,3,185,6456
1602314,pvwEROiu2kfTqyp6cG2HIA,N-EA6G39XHc1RqF-4jAABg,5,296,10110
1945429,YRcaNlwQ6XXPFDXWtuMGdA,iKTA93EdwErrUIQmR2VY_A,3,321,12269
1946655,-50XWnmQGqBgEI-9ANvLlg,MPGrHMnDFzXCr-EtNSDh2g,5,367,12308
5093683,HNsPd1ieGqZ3lvpjDhcd3A,q9_gLvTNf11etVxbH7JY0Q,4,972,3927
4599432,QfFQvV6tcSg2cnbZORK3sg,0gXYLVPNWz0WT8wXQVpS0g,4,886,1713
3157180,pMefTWo6gMdx8WhYSA2u3w,K4IQqHNtW_dYG6NmR_1FSQ,3,557,17882
3553554,pMefTWo6gMdx8WhYSA2u3w,i3b5SJl54H1FHCQlgH5RMg,2,557,20625
4280343,UDFIZXP0kOb2xKoYToTS6w,9NUzqXvKC-Ah9I_62UD-Bg,4,814,24070
3505099,57tf_RmT5o3BiFj2gpV-Jg,20ib4z2Yo2wlfARFMcFwSQ,4,624,20317
664828,JUeGFCsprKVUYok4oLsdEA,MMxxutAFZy5y_6MDD7YGvg,3,107,5036
2839594,TMaBWSv75DEuXyZlGJj6cg,1C7mPT-9mFihyZq8-qLxgw,4,537,611
3532376,skN5m81T9YoqYwP02rBr5w,JF7jB_oXCv39hSgKlWf_SA,5,676,20453
4934585,4d13xAX2jp2EbGF8I9eZZw,A6upLxml9nNaVT_V3oIUkg,5,945,8388
1625498,hq5en1N5_OKK3Wx6RU2MTw,VmspRdKauEargr8YX1oL-Q,5,317,7539
491000,fVILhIglx6RNOXQba5t4kQ,VMXl3Dm1Nwvgwo1PVYTXbg,5,98,4320
361940,bRLY-5MeAw2oSmpNjg9shw,Q5Hgo0EKC9SVyfbNl1q7GQ,3,72,2961
750348,m7z-tX6XDZ27xGhGjnI21w,NuGZD3yBVqzpY1HuzT26mQ,3,127,3918
3471380,aQJtyvmZg3kCd-tfZ6PLeg,nMnxzbntXd5otUHeVlbLrQ,5,637,20136
3307922,Jv1N4dr8Auo5PtssZZF5jA,ewzwgSuA0_6um2q9U-iQvA,5,616,19087
3680717,RBZ_kMjowV0t6_nv2UKaDQ,OgJ0KxwJcJ9R5bUK0ixCbg,4,599,110
3419702,57tf_RmT5o3BiFj2gpV-Jg,YBddInm3xP6k9iOowm1EHw,4,624,19927
1200504,Uwu72w77MPox942_GnCS7g,oJSa5HCiZXKLXxggQmecEQ,4,221,7954
4702813,gVmUR8rqUFdbSeZbsg6z_w,dAVgrmzqBfn85zTgDP1UgQ,3,908,2703
2198538,25W8CVIdQDIkyPb8ISCGpQ,#NAME?,2,404,7098
4163861,MLf4JUa1uzQkDLrBJ5yJHA,462vn0tiPlmWRcP71yYOTQ,4,802,23058
2237130,#NAME?,3J13PpQ9YkWK2ioWf0qOYg,1,419,13459
202256,iN7T3vQoC3v_MPs2TzH5Zw,cR9pmNuGef-I7OLDKmkflg,5,38,1155
372559,4ZjxHLUMLARfUrZBp8wt2g,ME6D5nLlfG0xZCtICOYDuw,4,73,2207
1454839,djpMXOA1ic5wv3FPtubHNw,YgtWsddIjReYrpqrwc-D2g,4,283,9152
3389241,ehzvSXsijzgxsYHvXeaS-Q,FD16ViCwufjnxZmv_YRcHQ,5,628,3753
3513177,PKEzKWv_FktMm2mGPjwd0Q,8eSmXnZG0N1GRsqiFeU9uA,4,411,7108
1177702,mxst3q170RxNzSxpR2zrMQ,d5AFsS5BmfjVa32EP5XZtw,5,238,7722
4856098,alUuOskFSl1bODjnce2PpQ,sa1ZAswk7kEQfg9Mb6iQwQ,3,934,26217
608597,aU8saUu9QhSFvnYeUsxO-A,xwmwTpzw9XSwK-UT5Ka3HQ,4,105,4839
2784603,TJNkg75ODHabE5GBfV5wRQ,UZfkeJXeypCOIwqTz0O52w,5,525,16218
4623777,bpgbVPJcG-wQ4cNBcPPIxw,pbZ2N1b7qxmzEWXtyZrk0Q,4,892,25427
2817158,p88uQLEyNzpVWDrcN69Hnw,lcGQQi3ioHzeZDsEm-o1Jg,2,534,16343
999248,m8ie5HQWIgQA1yD7FbiWAw,eoHdUeQDNgQ6WYEnP2aiRw,3,196,1083
1286399,fOut10lknIp64tm3z6UTNg,Uuxwgc8kA88Cvt8LthoRdQ,5,250,8324
3742599,5gPHgRsAdEVS1pJcqRttng,qAbXHsddBhmfQFegGiV7Dg,1,728,2571
4975667,NFgvM7LMx5Ocsxr7J2_sVA,nL1FdcNZ6liuQ1odNNWVNQ,4,919,26555
4085549,7bnEx6G86DSfS9oUf5UIew,g9i9xFh9HtPWNLMB3ru3ug,4,774,16709
2784597,TJNkg75ODHabE5GBfV5wRQ,yWkGYVJZS2RlOdfHtT9wwA,5,525,16215
248583,1JhBcAUN-yvFxXp3m2Qmwg,G0fJevNCaEItQQoksN4r2A,5,41,2150
752950,vc_3jWCvHssvzMn6EFVvrw,2R_z-xwaSFjuRAEWKX0oDw,4,144,5566
3324609,0ygWZ_gXF8qTm0bY95JJqA,lsKv0IDdj3c6Y8bT6taxSA,2,620,19158
449266,TOxBGs3yzAsh5BMp1W8tiw,XMMLRvV4IMxIGyc4H37LxA,5,88,99
2008674,uMJ1OmVCtCpxxw6Q1HQy3g,cCCGhmxZ9WsHnvGf9_eFHw,5,386,12674
1876626,vwi68eg4bmJHMSYq3jP2OQ,FfQ_5hilPx25mj71N_cZYQ,4,366,11711
490537,fVILhIglx6RNOXQba5t4kQ,DPmZTwZuknnVPAeIGJq5SA,5,98,4149
213562,dIIKEfOgo0KqUfGQvGikPg,0yHTLzrI3f4j5GF2Un2DFA,4,43,1033
3671955,cQrnxjgVBhjAcOJttw48aw,dKRex8yByClqozat8yBc_w,5,709,21276
5166067,nrwz6YqWgOojg4T0tbSIQw,t1P_vLIyJCIoEaUVcwHdTw,4,984,17135
2411508,nzsv-p1O8gCfP3XijfQrIw,Do4n_yK_K6DmR9_Es5qwlA,4,447,14063
2642852,tvXGisNld58V0W6OHoxZMA,LkMtMHVetws5_7QfRjPtlg,1,500,12360
4203110,x7zoxuIXfaPNDl_CJOBlpA,dWwvaWgnfKQ8dFHTSgi_2A,3,796,23287
3309552,YvYr6FhVnzGEP7WVYoWUJw,8dSKEPQn0pmZEmWTKZI81Q,4,622,19109
4203095,x7zoxuIXfaPNDl_CJOBlpA,SlMQKj3odbmjqhI7FlOkPg,5,796,23278
4975636,NFgvM7LMx5Ocsxr7J2_sVA,YYbVDAdGTR6R78WlHwKaBA,3,919,15782
981010,kQek0Ft9uFPRuxP9Z3g5-A,Xr6GqliUPIkRE8Q-Uh1mJA,5,192,6565
2771371,gg8kwYYE-Wyhc3GHYvxq4w,Yiz2cRBakfVUOHsThLKyoQ,2,508,11511
740174,Pu2s5d_5E_dplzZQ3sFUfw,#NAME?,3,141,5470
3571822,msxc1VlPTD6E-0Kns7bIFw,6e0Abng1LRexKI4LRJTX_A,2,688,20703
4041630,pHv9Ds6BWxEypf-vNil7Ww,z6yxgJ8UW0UF7dJr65rC4w,1,776,6456
3591922,Kgxvv4DFWimTD3DlBhjbmw,DfKwkmnrxCnD_FER03Q46A,4,691,20865
2955946,pMefTWo6gMdx8WhYSA2u3w,#NAME?,3,557,3336
4151274,-3PTUP443q6hQESLKSu95w,HUYEadSbGSQNHXFmT2Ujjw,5,797,272
